"domainID","siteID","horizontalPosition","date","mean.parws","median.parws"
"D19","CARI","102",2018-07-09,309.451638888889,157.255
"D19","CARI","102",2018-07-10,295.449042471042,187.95
"D19","CARI","102",2018-07-11,232.775180555556,126.525
"D19","CARI","102",2018-07-12,110.829752421959,45.67
"D19","CARI","102",2018-07-13,NA,NA
"D19","CARI","102",2018-07-14,NA,NA
"D19","CARI","102",2018-07-15,NA,NA
"D19","CARI","102",2018-07-16,NA,NA
"D19","CARI","102",2018-07-17,NA,NA
"D19","CARI","102",2018-07-18,NA,NA
"D19","CARI","102",2018-07-19,NA,NA
"D19","CARI","102",2018-07-20,1347.75440677966,1409.28
"D19","CARI","102",2018-07-21,548.200381944444,407.94
"D19","CARI","102",2018-07-22,1007.89081632653,1052.755
"D19","CARI","102",2018-07-23,NA,NA
"D19","CARI","102",2018-07-24,NA,NA
"D19","CARI","102",2018-07-25,NA,NA
"D19","CARI","102",2018-07-26,782.313619047619,662.66
"D19","CARI","102",2018-07-27,348.831861111111,202.35
"D19","CARI","102",2018-07-28,403.805493055556,171.855
"D19","CARI","102",2018-07-29,534.599048611111,401.76
"D19","CARI","102",2018-07-30,520.695861111111,318.19
"D19","CARI","102",2018-07-31,468.172104166667,307.14
"D19","CARI","102",2018-08-01,291.318305555556,144.3
"D19","CARI","102",2018-08-02,221.728099173554,98.64
"D19","CARI","102",2018-08-03,258.68425,173.54
"D19","CARI","102",2018-08-04,209.595763888889,130.355
"D19","CARI","102",2018-08-05,149.333152777778,72.88
"D19","CARI","102",2018-08-06,132.856923611111,86.105
"D19","CARI","102",2018-08-07,263.720194444444,153.92
"D19","CARI","102",2018-08-08,254.585680555556,137.465
"D19","CARI","102",2018-08-09,390.495527777778,295.805
"D19","CARI","102",2018-08-10,337.314423611111,180.86
"D19","CARI","102",2018-08-11,418.116145833333,299.275
"D19","CARI","102",2018-08-12,226.680479166667,173.16
"D19","CARI","102",2018-08-13,258.748791666667,171.98
"D19","CARI","102",2018-08-14,164.660631944444,36.945
"D19","CARI","102",2018-08-15,163.549020833333,112.25
"D19","CARI","102",2018-08-16,188.529951388889,151.02
"D19","CARI","102",2018-08-17,82.4499656946827,23.09
"D19","CARI","102",2018-08-18,218.979243055556,75.9
"D19","CARI","102",2018-08-19,336.439881944444,229.95
"D19","CARI","102",2018-08-20,270.797298611111,147.03
"D19","CARI","102",2018-08-21,124.068854166667,107.31
"D19","CARI","102",2018-08-22,327.383236111111,95.845
"D19","CARI","102",2018-08-23,238.031333333333,76.235
"D19","CARI","102",2018-08-24,144.419993055556,82.6
"D19","CARI","102",2018-08-25,204.262819444444,88.54
"D19","CARI","102",2018-08-26,188.796381944444,128.835
"D19","CARI","102",2018-08-27,144.395673611111,70.455
"D19","CARI","102",2018-08-28,187.673506944444,52.87
"D19","CARI","102",2018-08-29,184.449326388889,94.695
"D19","CARI","102",2018-08-30,109.285784392599,14.45
"D19","CARI","102",2018-08-31,224.901326388889,70.89
"D19","CARI","102",2018-09-01,135.740305555556,65.255
"D19","CARI","102",2018-09-02,125.804909722222,20.57
"D19","CARI","102",2018-09-03,114.074472222222,47.69
"D19","CARI","102",2018-09-04,88.8075833333333,30.88
"D19","CARI","102",2018-09-05,133.247694444444,23.22
"D19","CARI","102",2018-09-06,117.390958333333,20.625
"D19","CARI","102",2018-09-07,279.657340277778,54.38
"D19","CARI","102",2018-09-08,325.981381944444,58.66
"D19","CARI","102",2018-09-09,204.241986111111,75.52
"D19","CARI","102",2018-09-10,263.497118055556,58.2
