"domainID","siteID","horizontalPosition","verticalPosition","startDateTime","endDateTime","wTemp","date","time"
"D01","HOPB","112","100",2019-09-24 18:10:00,2019-09-24 18:15:00,16.91,2019-09-24,"18:10:00"
"D01","HOPB","112","100",2019-09-24 18:15:00,2019-09-24 18:20:00,16.918,2019-09-24,"18:15:00"
"D01","HOPB","112","100",2019-09-24 18:20:00,2019-09-24 18:25:00,16.93,2019-09-24,"18:20:00"
"D01","HOPB","112","100",2019-09-24 18:25:00,2019-09-24 18:30:00,16.951,2019-09-24,"18:25:00"
"D01","HOPB","112","100",2019-09-24 18:30:00,2019-09-24 18:35:00,16.982,2019-09-24,"18:30:00"
"D01","HOPB","112","100",2019-09-26 17:30:00,2019-09-26 17:35:00,14.585,2019-09-26,"17:30:00"
"D01","HOPB","112","100",2019-09-26 17:35:00,2019-09-26 17:40:00,14.61,2019-09-26,"17:35:00"
"D01","HOPB","112","100",2019-09-26 17:40:00,2019-09-26 17:45:00,14.631,2019-09-26,"17:40:00"
"D01","HOPB","112","100",2019-09-26 17:45:00,2019-09-26 17:50:00,14.637,2019-09-26,"17:45:00"
"D01","HOPB","112","100",2019-09-26 17:50:00,2019-09-26 17:55:00,14.649,2019-09-26,"17:50:00"
"D01","HOPB","112","100",2019-09-26 17:55:00,2019-09-26 18:00:00,14.658,2019-09-26,"17:55:00"
"D01","HOPB","112","100",2019-09-26 18:00:00,2019-09-26 18:05:00,14.668,2019-09-26,"18:00:00"
"D01","HOPB","112","100",2019-09-26 18:05:00,2019-09-26 18:10:00,14.679,2019-09-26,"18:05:00"
"D01","HOPB","112","100",2019-09-26 18:10:00,2019-09-26 18:15:00,14.688,2019-09-26,"18:10:00"
"D01","HOPB","112","100",2019-09-26 18:15:00,2019-09-26 18:20:00,14.703,2019-09-26,"18:15:00"
"D01","HOPB","112","100",2019-09-26 18:20:00,2019-09-26 18:25:00,14.72,2019-09-26,"18:20:00"
"D01","HOPB","112","100",2019-09-26 18:25:00,2019-09-26 18:30:00,14.739,2019-09-26,"18:25:00"
"D01","HOPB","112","100",2019-09-26 18:30:00,2019-09-26 18:35:00,14.762,2019-09-26,"18:30:00"
"D01","HOPB","112","100",2019-09-30 17:30:00,2019-09-30 17:35:00,12.521,2019-09-30,"17:30:00"
"D01","HOPB","112","100",2019-09-30 17:35:00,2019-09-30 17:40:00,12.536,2019-09-30,"17:35:00"
"D01","HOPB","112","100",2019-09-30 17:40:00,2019-09-30 17:45:00,12.556,2019-09-30,"17:40:00"
"D01","HOPB","112","100",2019-09-30 17:45:00,2019-09-30 17:50:00,12.587,2019-09-30,"17:45:00"
"D01","HOPB","112","100",2019-09-30 17:50:00,2019-09-30 17:55:00,12.624,2019-09-30,"17:50:00"
"D01","HOPB","112","100",2019-09-30 17:55:00,2019-09-30 18:00:00,12.669,2019-09-30,"17:55:00"
"D01","HOPB","112","100",2019-09-30 18:00:00,2019-09-30 18:05:00,12.715,2019-09-30,"18:00:00"
"D01","HOPB","112","100",2019-09-30 18:05:00,2019-09-30 18:10:00,12.762,2019-09-30,"18:05:00"
"D01","HOPB","112","100",2019-09-30 18:10:00,2019-09-30 18:15:00,12.805,2019-09-30,"18:10:00"
"D01","HOPB","112","100",2019-09-30 18:15:00,2019-09-30 18:20:00,12.843,2019-09-30,"18:15:00"
"D01","HOPB","112","100",2019-09-30 18:20:00,2019-09-30 18:25:00,12.887,2019-09-30,"18:20:00"
"D01","HOPB","112","100",2019-09-30 18:25:00,2019-09-30 18:30:00,12.929,2019-09-30,"18:25:00"
"D01","HOPB","112","100",2019-09-30 18:30:00,2019-09-30 18:35:00,12.979,2019-09-30,"18:30:00"
"D01","HOPB","102","100",2019-10-01 17:30:00,2019-10-01 17:35:00,15.53,2019-10-01,"17:30:00"
"D01","HOPB","102","100",2019-10-01 17:35:00,2019-10-01 17:40:00,15.554,2019-10-01,"17:35:00"
"D01","HOPB","102","100",2019-10-01 17:40:00,2019-10-01 17:45:00,15.607,2019-10-01,"17:40:00"
